text,category,priority,sentiment
Complaint: waste dumped near hostel. Location: hostel back side. many students affected. Thanks.,Garbage,High,Neutral
There is a problem: shower head broken in the staff toilet. for 2 days. Awaiting your response.,Plumbing,High,Neutral
"Sir, toilet is clogged at ground floor washroom, since 3 days. Bahut buri service hai.",Plumbing,High,Negative
"Complaint: suggestion for improvement at college, since 4 days. Bahut buri service hai.",Other,High,Negative
"Hello, There is a problem: system is very slow in the office. today morning. Please look into it.",Computer/Hardware,Medium,Neutral
"To whom it may concern, Room 101 me no electricity, few hours. Ye kya ho raha hai.",Electricity,Medium,Negative
"route 5 me bus did not come today, occasionally. Very disappointed.",Transport,Low,Negative
"To whom it may concern, bus stop me bus did not come today, many students affected. Very disappointed.",Transport,High,Negative
"Hello, warden office me room lock broken, few hours. Very disappointed.",Hostel Room,Medium,Negative
There is a problem: waste dumped near hostel in the main road. today morning. Ye kya ho raha hai.,Garbage,Medium,Negative
"corridor me cobwebs everywhere, for 2 days. Very disappointed.",Cleanliness,High,Negative
"To whom it may concern, There is a problem: bijli nahi hai in the auditorium. since yesterday. Kindly resolve at earliest.",Electricity,Medium,Neutral
"Complaint: admin block me office staff not responding, please look into it. Frustrated with this.",Administrative,Medium,Negative
"Hello, washbasin is leaking. Location: staff toilet. kindly resolve. Frustrated with this.",Plumbing,Medium,Negative
"Sir, bus stop me bus did not come today, since yesterday. Ye kya ho raha hai.",Transport,Medium,Negative
"Hello, staff toilet me toilet is clogged, many students affected. Ye kya ho raha hai.",Plumbing,High,Negative
"Hello, parking lot me parking is chaotic, since 3 days. Frustrated with this.",Parking,High,Negative
"lecture is too fast at department, emergency. Frustrated with this.",Faculty Issue,Critical,Negative
"Hello, There is a problem: cold food served in the dining area. since 3 days. Ye kya ho raha hai.",Mess/Food,High,Negative
"Dear admin, room lock broken at hostel room 202, since yesterday. Frustrated with this.",Hostel Room,Medium,Negative
"Dear admin, someone blocked my vehicle. Location: faculty parking. kindly resolve. Bahut buri service hai.",Parking,Medium,Negative
"Dear admin, There is a problem: corridor is filthy in the corridor. few hours. Kindly resolve at earliest.",Cleanliness,Medium,Neutral
"Complaint: college bus is always late at campus gate, danger to life. Very disappointed.",Transport,Critical,Negative
"Hello, washbasin is leaking. Location: ground floor washroom. no response yet. Frustrated with this.",Plumbing,High,Negative
Complaint: There is a problem: garbage not collected in the canteen area. for 2 days. Thanks.,Garbage,High,Neutral
"To whom it may concern, hostel back side me waste dumped near hostel, occasionally. Ye kya ho raha hai.",Garbage,Low,Negative
"Sir, sewage smell at ground floor washroom, please look into it. Bahut buri service hai.",Plumbing,Medium,Negative
"Hello, There is a problem: printer paper jam in the faculty room. please look into it. Kindly resolve at earliest.",Computer/Hardware,Medium,Neutral
wifi disconnects every 5 minutes. Location: classroom. minor issue. This is unacceptable.,Internet/Wifi,Low,Negative
"Hello, wrong marks in result at notice board, kindly resolve. Otherwise things are good, just fix this.",Academic Issue,Medium,Positive
Complaint: There is a problem: results not published in the notice board. please look into it. Very disappointed.,Academic Issue,Medium,Negative
"Hello, faculty parking me no parking space, since yesterday. This is unacceptable.",Parking,Medium,Negative
"Complaint: professor not clearing doubts at lecture hall, please look into it. Very disappointed.",Faculty Issue,Medium,Negative
"To whom it may concern, There is a problem: faculty is rude in the department. please look into it. Frustrated with this.",Faculty Issue,Medium,Negative
"Hello, water supply cut off at canteen, few hours. Otherwise things are good, just fix this.",Water Supply,Medium,Positive
"Hello, dining area me cold food served, since yesterday. Bahut buri service hai.",Mess/Food,Medium,Negative
"To whom it may concern, wrong marks in result at academic office, minor issue. Thanks.",Academic Issue,Low,Neutral
corridor is filthy. Location: corridor. today morning. Thanks.,Cleanliness,Medium,Neutral
"To whom it may concern, food quality is very poor. Location: mess hall. since last week. Ye kya ho raha hai.",Mess/Food,High,Negative
"Sir, Hostel Block D me bulb is fused, since last week. Please look into it.",Electricity,High,Neutral
"Dear admin, Library me bijli nahi hai, few hours. Ye kya ho raha hai.",Electricity,Medium,Negative
"harassment in hostel at canteen, today morning. Kindly resolve at earliest.",Harassment,Medium,Neutral
"Hello, wallet stolen from library. Location: hostel gate. no response yet. Appreciate quick action.",Security/Safety,High,Positive
wrong marks in result. Location: notice board. kindly resolve. Ye kya ho raha hai.,Academic Issue,Medium,Negative
"Complaint: main gate me fire hazard in lab, someone is injured. Frustrated with this.",Security/Safety,Critical,Negative
"no drinking water at Hostel Block B, kindly resolve. Thanks.",Water Supply,Medium,Neutral
no parking space. Location: parking lot. for 2 days. Ye kya ho raha hai.,Parking,High,Negative
"canteen area me dustbin overflowing, for 2 days. Ye kya ho raha hai.",Garbage,High,Negative
"Hello, There is a problem: misc issue in the campus. just a suggestion. Awaiting your response.",Other,Low,Neutral
"Dear admin, There is a problem: washbasin is leaking in the ground floor washroom. few hours. Very disappointed.",Plumbing,Medium,Negative
"To whom it may concern, office staff not responding at admin block, few hours. Thanks.",Administrative,Medium,Neutral
"Hello, There is a problem: faculty is rude in the department. few hours. Very disappointed.",Faculty Issue,Medium,Negative
"Hello, There is a problem: waste dumped near hostel in the canteen area. few hours. Frustrated with this.",Garbage,Medium,Negative
"general complaint at college, for 2 days. Appreciate quick action.",Other,High,Positive
"To whom it may concern, attendance shortage marked wrongly. Location: notice board. please look into it. Very disappointed.",Academic Issue,Medium,Negative
"Sir, broken bed at hostel room 202, urgent. Very disappointed.",Hostel Room,Critical,Negative
"To whom it may concern, exam schedule clash at portal, assault. Please look into it.",Academic Issue,Critical,Neutral
"Hello, There is a problem: fire hazard in lab in the hostel gate. occasionally. Ye kya ho raha hai.",Security/Safety,Low,Negative
"Complaint: department me teacher not coming to class regularly, please look into it. Very disappointed.",Faculty Issue,Medium,Negative
"Dear admin, main road me waste dumped near hostel, medical emergency. Ye kya ho raha hai.",Garbage,Critical,Negative
Complaint: suggestion for improvement. Location: college. since last week. Awaiting your response.,Other,High,Neutral
"To whom it may concern, no drinking water at canteen, minor issue. Ye kya ho raha hai.",Water Supply,Low,Negative
There is a problem: same menu every day in the dining area. since last week. This is unacceptable.,Mess/Food,High,Negative
Complaint: water tap is leaking. Location: Hostel Block A. for 2 days. This is unacceptable.,Water Supply,High,Negative
पानी नहीं आ रहा. Location: Room 201. minor issue. This is unacceptable.,Water Supply,Low,Negative
There is a problem: shower head broken in the staff toilet. emergency. Bahut buri service hai.,Plumbing,Critical,Negative
"Hello, There is a problem: exam schedule clash in the notice board. please look into it. This is unacceptable.",Academic Issue,Medium,Negative
"Hello, professor not clearing doubts. Location: department. since yesterday. Please look into it.",Faculty Issue,Medium,Neutral
There is a problem: syllabus not covered before exam in the academic office. please look into it. Bahut buri service hai.,Academic Issue,Medium,Negative
"Sir, There is a problem: exam schedule clash in the notice board. today morning. Frustrated with this.",Academic Issue,Medium,Negative
"Dear admin, bus did not come today. Location: bus stop. few hours. Bahut buri service hai.",Transport,Medium,Negative
"Dear admin, faculty parking me someone blocked my vehicle, emergency. Very disappointed.",Parking,Critical,Negative
"Sir, dustbin overflowing at canteen area, please look into it. Frustrated with this.",Garbage,Medium,Negative
"Hello, computer lab me wifi not working, kabhi kabhi hota hai. Ye kya ho raha hai.",Internet/Wifi,Low,Negative
"Sir, cobwebs everywhere. Location: ground floor. today morning. This is unacceptable.",Cleanliness,Medium,Negative
"Sir, mess hall me khana ekdum tasteless hai, no response yet. This is unacceptable.",Mess/Food,High,Negative
"Sir, There is a problem: corridor is filthy in the corridor. today morning. Otherwise things are good, just fix this.",Cleanliness,Medium,Positive
"Dear admin, exam schedule clash. Location: notice board. since yesterday. Otherwise things are good, just fix this.",Academic Issue,Medium,Positive
"Sir, There is a problem: drainage is blocked in the hostel bathroom. just a suggestion. Frustrated with this.",Plumbing,Low,Negative
"Hello, no electricity at Library, kabhi kabhi hota hai. Please look into it.",Electricity,Low,Neutral
"To whom it may concern, block C me broken bed, immediately. Frustrated with this.",Hostel Room,Critical,Negative
"To whom it may concern, campus me suggestion for improvement, emergency. Awaiting your response.",Other,Critical,Neutral
Complaint: पानी नहीं आ रहा. Location: Hostel Block B. since yesterday. Kindly resolve at earliest.,Water Supply,Medium,Neutral
"Complaint: suggestion for improvement at campus, please look into it. Bahut buri service hai.",Other,Medium,Negative
"Complaint: dirty water is coming at Hostel Block C, please look into it. Frustrated with this.",Water Supply,Medium,Negative
"Dear admin, college me general complaint, just a suggestion. Awaiting your response.",Other,Low,Neutral
"Sir, hostel back side me dustbin overflowing, please look into it. Thanks in advance.",Garbage,Medium,Positive
